Cable Name,IL_10MHz,IL_50MHz,IL_100MHz,IL_500MHz,IL_1000MHz,IL_5000MHz,DataRate(Mbps),preW,mainW,postW,dpre,dpost,Rdrv,eyeSNR
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.2,0.8,300,1.825486
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.2,0.8,700,1.813758
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.2,0.8,1100,1.810044
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.4,0.2,300,1.832297
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.4,0.2,700,1.83148
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.4,0.2,1100,1.832623
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.4,0.4,300,1.824037
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.4,0.4,700,1.831831
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.4,0.4,1100,1.837277
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.4,0.6,300,1.807927
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.4,0.6,700,1.836125
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.4,0.6,1100,1.835347
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.4,0.8,300,1.805913
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.4,0.8,700,1.818226
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.4,0.8,1100,1.813489
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.6,0.2,300,1.818223
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.6,0.2,700,1.830308
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.6,0.2,1100,1.8365
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.6,0.4,300,1.827246
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.6,0.4,700,1.847726
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.6,0.4,1100,1.852321
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.6,0.6,300,1.82242
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.6,0.6,700,1.837924
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.6,0.6,1100,1.836373
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.6,0.8,300,1.811227
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.6,0.8,700,1.82652
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.6,0.8,1100,1.821644
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.8,0.2,300,1.831344
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.8,0.2,700,1.830501
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.8,0.2,1100,1.832955
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.8,0.4,300,1.821089
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.8,0.4,700,1.835159
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.8,0.4,1100,1.837427
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.8,0.6,300,1.818364
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.8,0.6,700,1.855779
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.8,0.6,1100,1.839321
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.8,0.8,300,1.815076
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.8,0.8,700,1.818156
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,2,0.8,0.8,1100,1.81502
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.2,0.2,300,1.813116
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.2,0.2,700,1.817925
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.2,0.2,1100,1.82431
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.2,0.4,300,1.814436
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.2,0.4,700,1.809328
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.2,0.4,1100,1.801818
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.2,0.6,300,1.80136
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.2,0.6,700,1.775057
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.2,0.6,1100,1.764794
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.2,0.8,300,1.773578
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.2,0.8,700,1.748419
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.2,0.8,1100,1.727654
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.4,0.2,300,1.824551
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.4,0.2,700,1.814037
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.4,0.2,1100,1.815083
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.4,0.4,300,1.799342
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.4,0.4,700,1.814903
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.4,0.4,1100,1.806795
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.4,0.6,300,1.808042
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.4,0.6,700,1.778318
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.4,0.6,1100,1.782814
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.4,0.8,300,1.782518
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.4,0.8,700,1.750648
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.4,0.8,1100,1.729799
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.6,0.2,300,1.827038
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.6,0.2,700,1.827976
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.6,0.2,1100,1.828145
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.6,0.4,300,1.806361
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.6,0.4,700,1.832953
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.6,0.4,1100,1.826202
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.6,0.6,300,1.814197
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.6,0.6,700,1.791945
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.6,0.6,1100,1.78362
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.6,0.8,300,1.800829
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.6,0.8,700,1.781976
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.6,0.8,1100,1.776653
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.8,0.2,300,1.824138
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.8,0.2,700,1.827496
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.8,0.2,1100,1.828905
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.8,0.4,300,1.839476
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.8,0.4,700,1.797475
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.8,0.4,1100,1.82965
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.8,0.6,300,1.833236
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.8,0.6,700,1.817577
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.8,0.6,1100,1.810759
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.8,0.8,300,1.819553
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.8,0.8,700,1.805657
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,5,0.8,0.8,1100,1.792452
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.2,0.2,300,1.82074
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.2,0.2,700,1.816758
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.2,0.2,1100,1.815353
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.2,0.4,300,1.814954
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.2,0.4,700,1.785791
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.2,0.4,1100,1.779943
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.2,0.6,300,1.779918
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.2,0.6,700,1.753313
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.2,0.6,1100,1.72587
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.2,0.8,300,1.761723
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.2,0.8,700,1.695694
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.2,0.8,1100,1.724616
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.4,0.2,300,1.810508
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.4,0.2,700,1.807342
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.4,0.2,1100,1.819236
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.4,0.4,300,1.799232
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.4,0.4,700,1.795429
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.4,0.4,1100,1.7835
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.4,0.6,300,1.787559
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.4,0.6,700,1.758318
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.4,0.6,1100,1.736865
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.4,0.8,300,1.765859
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.4,0.8,700,1.697142
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.4,0.8,1100,1.756504
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.6,0.2,300,1.823722
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.6,0.2,700,1.821744
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.6,0.2,1100,1.821675
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.6,0.4,300,1.805015
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.6,0.4,700,1.805884
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.6,0.4,1100,1.794723
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.6,0.6,300,1.798414
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.6,0.6,700,1.775052
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.6,0.6,1100,1.754489
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.6,0.8,300,1.774017
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.6,0.8,700,1.741458
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.6,0.8,1100,1.758297
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.8,0.2,300,1.810091
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.8,0.2,700,1.81963
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.8,0.2,1100,1.832717
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.8,0.4,300,1.799938
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.8,0.4,700,1.820942
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.8,0.4,1100,1.812783
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.8,0.6,300,1.821883
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.8,0.6,700,1.806146
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.8,0.6,1100,1.790279
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.8,0.8,300,1.798177
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.8,0.8,700,1.773324
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,1,7,0.8,0.8,1100,1.761807
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.2,0.2,300,1.816123
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.2,0.2,700,1.820527
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.2,0.2,1100,1.822802
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.2,0.4,300,1.816266
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.2,0.4,700,1.82072
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.2,0.4,1100,1.8237
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.2,0.6,300,1.81714
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.2,0.6,700,1.820362
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.2,0.6,1100,1.822307
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.2,0.8,300,1.816175
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.2,0.8,700,1.820468
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.2,0.8,1100,1.822087
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.4,0.2,300,1.815081
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.4,0.2,700,1.822079
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.4,0.2,1100,1.822667
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.4,0.4,300,1.815643
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.4,0.4,700,1.822079
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.4,0.4,1100,1.821711
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.4,0.6,300,1.815202
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.4,0.6,700,1.822147
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.4,0.6,1100,1.820566
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.4,0.8,300,1.815496
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.4,0.8,700,1.821737
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.4,0.8,1100,1.820828
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.6,0.2,300,1.816739
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.6,0.2,700,1.82247
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.6,0.2,1100,1.827817
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.6,0.4,300,1.817012
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.6,0.4,700,1.824872
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.6,0.4,1100,1.821983
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.6,0.6,300,1.816955
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.6,0.6,700,1.821363
Nexo3m,-4.03,-5.27,-6.8,-14.15,-19.79,-38.91,1000,0,3,0,0.6,0.6,1100,1.823911
